Rank,Player,Year,G,REC,YDS,YBC,AIR,YAC,YACON,BRKTKL,TGT,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS
53,Devin Duvernay (BAL),2022,14,3,29,18,18,11,1,0,4,3,0,1,1,0,0,0,0
54,Isaiah McKenzie (IND),2022,16,3,26,18,18,8,1,0,4,3,0,1,1,0,0,0,0
55,Richie James Jr. (KC),2022,16,4,36,25,25,11,1,0,4,4,0,0,2,0,0,0,0
56,Russell Gage (TB),2022,13,4,33,20,20,13,5,0,5,4,0,1,1,0,0,0,0
57,Rashid Shaheed (NO),2022,12,2,41,27,27,15,3,0,3,2,0,0,1,1,1,0,0
58,DeVante Parker (NE),2022,13,2,41,33,33,8,3,0,4,3,0,0,2,1,0,0,0
59,Noah Brown (HOU),2022,16,3,35,27,27,8,3,0,5,3,0,1,1,0,0,0,0
60,Alec Pierce (IND),2022,16,3,37,30,30,7,1,0,5,3,0,0,2,1,0,0,0
61,Marvin Jones Jr. (DET),2022,16,3,33,27,27,6,1,0,5,3,0,1,2,0,0,0,0
62,Olamide Zaccheaus (PHI),2022,17,2,31,20,20,11,2,0,4,3,0,0,1,1,0,0,0
63,Kalif Raymond (DET),2022,17,3,36,23,23,13,2,0,4,3,0,1,1,1,0,0,0
64,Mecole Hardman Jr. (NYJ),2022,8,3,37,17,17,20,3,0,4,3,0,1,1,1,0,0,0
65,DJ Chark Jr. (CAR),2022,11,3,46,33,33,12,1,0,5,3,0,0,2,1,0,0,0
66,Chris Moore (TEN),2022,15,3,37,19,19,18,3,0,5,3,0,1,1,1,0,0,0
67,Michael Gallup (DAL),2022,14,3,30,23,23,8,2,0,5,3,1,1,1,0,0,0,0
68,DeAndre Carter (LV),2022,17,3,32,20,20,12,2,0,4,3,0,1,1,1,0,0,0
69,Josh Reynolds (DET),2022,12,3,40,30,30,10,2,0,5,4,0,1,2,1,0,0,0
70,Corey Davis (NYJ),2022,13,2,41,33,33,8,2,0,5,3,0,1,2,1,0,0,0
71,Isaiah Hodgins (NYG),2022,9,4,44,33,33,10,1,0,5,4,0,1,2,0,0,0,0
72,Marquise Goodwin (CLE),2022,13,2,30,21,21,9,4,0,3,2,0,0,1,1,0,0,0
73,Robert Woods (HOU),2022,17,3,31,22,22,9,1,0,5,3,0,1,1,0,0,0,0
74,Darnell Mooney (CHI),2022,11,4,45,29,29,16,1,0,6,4,0,1,2,1,0,0,0
75,Greg Dortch (ARI),2022,16,3,29,11,11,19,8,0,4,3,0,0,1,0,0,0,0
76,Nico Collins (HOU),2022,10,4,48,32,32,16,3,0,7,4,0,1,2,1,0,0,0
77,Romeo Doubs (GB),2022,13,3,33,18,18,15,3,0,5,4,1,1,1,1,0,0,0
78,Chase Claypool (CHI),2022,15,3,30,20,20,10,3,0,5,3,0,0,1,0,0,0,0
79,Nick Westbrook-Ikhine (TEN),2022,16,2,25,18,18,7,2,0,3,2,0,0,1,0,0,0,0
80,Demarcus Robinson (FA),2022,16,3,29,20,20,9,4,0,5,3,0,1,1,0,0,0,0
81,Treylon Burks (TEN),2022,11,3,40,26,26,15,5,0,5,3,0,0,1,1,0,0,0
82,Terrace Marshall Jr. (CAR),2022,13,2,38,27,27,11,5,0,4,2,0,0,2,1,0,0,0
83,Van Jefferson (LAR),2022,10,2,37,33,33,4,1,0,4,3,0,1,2,1,0,0,0
84,Trent Sherfield (BUF),2022,16,2,26,17,17,9,2,0,3,2,0,1,1,0,0,0,0
85,Kendrick Bourne (NE),2022,16,2,27,18,18,9,2,0,3,2,0,0,1,0,0,0,0
86,Allen Robinson II (PIT),2022,10,3,34,27,27,7,1,0,5,3,0,1,2,0,0,0,0
87,Quez Watkins (PHI),2022,17,2,21,12,12,9,2,0,3,2,0,0,1,0,0,0,0
88,Elijah Moore (CLE),2022,16,2,28,21,21,7,2,0,4,2,0,0,1,1,0,0,0
89,Jamal Agnew (JAC),2022,15,2,12,4,4,8,1,0,2,2,0,0,0,0,0,0,0
90,Trenton Irwin (CIN),2022,9,2,26,19,19,7,2,0,3,2,0,1,1,0,0,0,0
91,Randall Cobb (NYJ),2022,13,3,32,18,18,14,4,0,4,3,0,1,1,1,0,0,0
92,Jauan Jennings (SF),2022,16,2,26,15,15,11,3,0,4,3,0,0,1,0,0,0,0
93,Rondale Moore (ARI),2022,8,5,52,17,17,35,11,1,7,6,1,1,2,1,0,0,0
94,Julio Jones (FA),2022,10,2,30,18,18,12,3,0,4,3,0,1,1,0,0,0,0
95,Dante Pettis (CHI),2022,17,1,14,11,11,4,0,0,2,1,0,0,1,0,0,0,0
96,Laviska Shenault Jr. (CAR),2022,13,2,21,-5,-5,25,7,0,2,2,0,0,1,0,0,0,0
97,Ben Skowronek (LAR),2022,14,3,27,17,17,10,2,0,4,3,0,0,1,0,0,0,0
98,Tutu Atwell (LAR),2022,12,2,25,20,20,5,1,0,3,2,0,0,1,0,0,0,0
99,Tyquan Thornton (NE),2022,12,2,21,15,15,6,1,0,4,2,0,0,1,0,0,0,0
100,Nelson Agholor (BAL),2022,15,2,24,15,15,10,3,0,4,2,0,0,1,0,0,0,0
101,Ray-Ray McCloud III (SF),2022,17,1,14,9,9,5,1,0,1,1,0,0,1,0,0,0,0
102,Equanimeous St. Brown (CHI),2022,16,1,20,15,15,6,1,0,2,1,0,0,1,0,0,0,0
103,Justin Watson (KC),2022,17,1,19,15,15,4,1,0,2,1,0,0,1,0,0,0,0
104,Hunter Renfrow (LV),2022,10,4,33,18,18,15,4,0,5,4,0,1,1,0,0,0,0
105,Kadarius Toney (KC),2022,9,2,19,7,7,12,5,0,2,2,0,1,1,0,0,0,0
106,Braxton Berrios (MIA),2022,17,1,9,3,3,5,1,0,2,1,0,0,0,0,0,0,0
107,Shi Smith (CAR),2022,17,1,17,8,8,9,2,0,2,1,0,0,1,0,0,0,0
108,Damiere Byrd (CAR),2022,12,1,22,14,14,9,1,0,2,1,0,0,1,0,0,0,0
109,Rashod Bateman (BAL),2022,6,3,48,25,25,22,2,0,5,3,1,0,1,1,1,0,0
110,A.J. Green (FA),2022,13,2,18,13,13,5,2,0,4,2,0,0,0,0,0,0,0
111,Jarvis Landry (FA),2022,9,3,30,23,23,7,2,0,4,3,0,1,1,0,0,0,0
112,Michael Thomas (NO),2022,3,5,57,50,50,7,1,0,7,6,0,1,3,1,0,0,0
113,Tre'Quan Smith (NO),2022,10,2,28,21,21,7,3,0,3,2,0,0,1,0,0,0,0
114,Kendall Hinton (DEN),2022,11,2,28,16,16,13,5,0,3,3,0,0,1,0,0,0,0
115,Chosen Anderson (MIA),2022,12,2,24,16,16,8,0,0,4,2,0,0,1,0,0,0,0
116,Phillip Dorsett II (LV),2022,15,1,17,13,13,4,1,0,3,2,0,0,1,0,0,0,0
117,Sammy Watkins (FA),2022,9,2,36,22,22,14,1,0,3,2,0,1,1,1,0,0,0
118,Wan'Dale Robinson (NYG),2022,6,4,38,17,17,21,4,0,5,4,0,0,2,0,0,0,0
119,KhaDarel Hodge (ATL),2022,13,1,16,11,11,5,0,0,2,1,0,0,1,0,0,0,0
120,Dyami Brown (WAS),2022,9,1,16,12,12,3,0,0,2,1,0,0,0,0,0,0,0
121,Ashton Dulin (IND),2022,10,2,21,17,17,4,2,0,2,2,0,0,1,0,0,0,0
122,Velus Jones Jr. (CHI),2022,11,1,10,6,6,3,1,0,1,1,0,0,0,0,0,0,0
123,Byron Pringle (FA),2022,10,1,14,12,12,1,0,0,2,1,0,0,1,0,0,0,0
124,Khalil Shakir (BUF),2022,10,1,16,8,8,8,1,0,2,1,0,0,1,0,0,0,0
125,Jalen Nailor (MIN),2022,8,1,22,14,14,8,5,0,2,1,0,0,1,0,0,0,0
126,Brandon Powell (MIN),2022,17,1,9,-2,-2,11,1,0,2,2,0,0,0,0,0,0,0
127,Amari Rodgers (HOU),2022,15,1,14,9,9,5,1,0,2,1,0,0,1,0,0,0,0
128,River Cracraft (MIA),2022,8,1,13,10,10,3,0,0,2,1,0,0,1,0,0,0,0
129,Marquez Callaway (DEN),2022,10,2,16,12,12,4,2,0,3,2,0,1,1,0,0,0,0
130,David Bell (CLE),2022,15,2,14,9,9,5,2,0,2,2,0,0,1,0,0,0,0
131,Sterling Shepard (NYG),2022,3,4,51,33,33,18,9,0,8,5,1,0,2,0,0,0,0
132,Skyy Moore (KC),2022,16,1,16,6,6,9,2,0,2,1,0,0,1,0,0,0,0
133,Zach Pascal (ARI),2022,15,1,10,4,4,6,1,0,1,1,0,0,0,0,0,0,0
134,Keelan Cole Sr. (LV),2022,12,1,12,9,9,2,1,0,2,1,0,0,1,0,0,0,0
135,Scotty Miller (ATL),2022,12,2,15,13,13,3,1,0,3,2,0,0,1,0,0,0,0
136,Jalen Reagor (MIN),2022,17,0,6,4,4,2,0,0,1,0,0,0,0,0,0,0,0
137,KJ Hamler (DEN),2022,7,1,24,20,20,3,1,0,2,1,0,0,1,0,0,0,0
138,Denzel Mims (NYJ),2022,9,1,21,12,12,8,6,0,3,2,0,0,1,0,0,0,0
139,Lawrence Cager (NYG),2022,6,2,20,7,7,13,2,0,3,2,0,0,1,0,0,0,0
140,N'Keal Harry (FA),2022,6,1,19,17,17,3,0,0,2,1,0,0,1,0,0,0,0
141,Steven Sims Jr. (HOU),2022,12,1,9,2,2,7,1,0,2,1,0,0,0,0,0,0,0
142,DeSean Jackson (FA),2022,7,1,22,19,19,3,0,0,2,1,0,0,1,0,0,0,0
143,Anthony Schwartz (CLE),2022,7,1,7,3,3,4,0,0,1,1,0,0,0,0,0,0,0
144,Cedrick Wilson Jr. (MIA),2022,13,1,10,7,7,3,1,0,1,1,0,0,0,0,0,0,0
145,Breshad Perriman (FA),2022,8,1,14,7,7,7,1,0,2,1,0,0,1,0,0,0,0
146,Samori Toure (GB),2022,4,1,21,18,18,3,1,0,3,1,0,0,1,1,1,0,0
147,Tom Kennedy (DET),2022,7,1,20,9,9,11,2,0,2,1,0,0,1,0,0,0,0
148,Kenny Golladay (FA),2022,6,1,14,12,12,2,0,0,3,2,1,0,1,0,0,0,0
149,Jameson Williams (DET),2022,6,0,7,6,6,1,0,0,2,1,0,0,0,0,0,0,0
150,Jeff Smith (NYG),2022,7,1,19,14,14,5,0,0,2,1,0,0,1,0,0,0,0
151,T.Y. Hilton (FA),2022,3,2,40,29,29,11,6,0,3,3,1,0,1,1,0,0,0
152,Jalen Virgil (DEN),2022,7,0,11,5,5,6,0,0,1,0,0,0,0,0,0,0,0
153,David Sills V (NYG),2022,7,2,15,9,9,6,2,0,2,2,0,0,1,0,0,0,0
154,Marcus Johnson (FA),2022,8,1,12,8,8,5,1,0,3,1,0,0,1,0,0,0,0
155,Dax Milne (WAS),2022,15,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
156,Michael Bandy (FA),2022,8,1,11,8,8,3,0,0,3,1,0,0,1,0,0,0,0
157,Cam Sims (LV),2022,13,1,7,5,5,1,0,0,1,1,0,0,0,0,0,0,0
158,Brandon Johnson (DEN),2022,5,1,8,6,6,3,1,0,3,1,0,0,0,0,0,0,0
159,Freddie Swain (MIA),2022,3,1,25,16,16,9,1,0,2,1,0,0,1,0,0,0,0
160,Kevin White (FA),2022,6,0,12,1,1,11,6,0,1,1,0,0,0,0,0,0,0
161,Gunner Olszewski (PIT),2022,15,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0
162,Dee Eskridge (SEA),2022,9,1,6,1,1,5,1,0,1,1,0,0,0,0,0,0,0
163,Jake Kumerow (FA),2022,5,1,13,9,9,3,1,0,1,1,0,0,1,0,0,0,0
164,Jalen Guyton (LAC),2022,2,1,32,29,29,4,0,0,2,1,0,0,1,1,1,1,1
165,Jamison Crowder (NYG),2022,4,2,15,8,8,8,2,0,3,2,0,0,1,0,0,0,0
166,Mike Strachan (IND),2022,6,1,10,8,8,2,1,0,2,1,0,1,1,0,0,0,0
167,Mike Thomas (BAL),2022,5,0,8,3,3,5,6,0,2,1,0,1,0,0,0,0,0
168,Deven Thompkins (TB),2022,5,1,6,0,0,6,3,0,2,1,0,0,0,0,0,0,0
169,Trent Taylor (CIN),2022,16,0,4,1,1,3,1,0,1,0,0,0,0,0,0,0,0
170,Cody Hollister (TEN),2022,6,1,9,8,8,1,0,0,1,1,0,0,0,0,0,0,0
171,James Proche II (BAL),2022,12,1,5,4,4,1,1,0,1,1,0,0,0,0,0,0,0
172,Chris Conley (SF),2022,4,1,12,11,11,1,0,0,2,2,1,0,0,0,0,0,0
173,Andre Baccellia (ARI),2022,5,1,9,7,7,2,0,0,2,1,0,0,0,0,0,0,0
174,Racey McMath (TEN),2022,4,1,10,8,8,2,0,0,2,1,0,0,0,0,0,0,0
175,Laquon Treadwell (FA),2022,3,2,14,10,10,4,1,0,3,2,0,1,1,0,0,0,0
176,Michael Woods II (CLE),2022,8,1,6,4,4,2,0,0,1,1,0,0,0,0,0,0,0
177,Kyle Philips (TEN),2022,4,2,20,14,14,5,0,0,3,2,0,0,1,1,0,0,0
178,Cole Beasley (FA),2022,5,1,7,4,4,3,1,0,2,1,0,0,0,0,0,0,0
179,Tylan Wallace (BAL),2022,6,1,6,4,4,2,1,0,1,1,0,0,0,0,0,0,0
180,Tim Jones (JAC),2022,7,0,4,1,1,3,2,0,1,1,0,0,0,0,0,0,0
181,Tyrie Cleveland (PHI),2022,5,0,6,2,2,3,2,0,1,0,0,0,0,0,0,0,0
182,Simi Fehoko (DAL),2022,3,1,8,5,5,3,2,0,1,1,0,0,0,0,0,0,0
183,Dezmon Patmon (BUF),2022,1,2,24,17,17,7,5,0,6,3,1,1,1,0,0,0,0
184,Andy Isabella (BAL),2022,4,1,5,4,4,1,1,0,1,1,0,0,1,0,0,0,0
185,Cade Johnson (SEA),2022,2,1,11,8,8,3,1,0,2,1,0,0,1,0,0,0,0
186,Lil'Jordan Humphrey (DEN),2022,4,1,5,1,1,4,1,0,1,1,0,0,0,0,0,0,0
187,Penny Hart (ATL),2022,3,1,7,3,3,4,2,0,1,1,0,0,0,0,0,0,0
188,Danny Gray (SF),2022,7,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
189,Keith Kirkwood (NO),2022,3,1,6,5,5,1,0,0,1,1,0,0,0,0,0,0,0
190,Juwann Winfree (IND),2022,3,0,6,4,4,2,0,0,1,1,0,0,0,0,0,0,0
191,Dennis Houston (DAL),2022,2,1,8,5,5,3,3,0,3,1,0,0,1,0,0,0,0
192,Bryan Edwards (NO),2022,4,1,4,2,2,2,1,0,1,1,0,1,0,0,0,0,0
193,Austin Trammell (LAR),2022,2,1,7,7,7,0,0,0,2,1,0,0,0,0,0,0,0
194,Montrell Washington (DEN),2022,15,0,0,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0
195,Lance McCutcheon (LAR),2022,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196,Ihmir Smith-Marsette (KC),2022,4,0,4,3,3,1,0,0,1,1,0,0,0,0,0,0,0
