Rank,Player,Year,G,REC,YDS,YBC,AIR,YAC,YACON,BRKTKL,TGT,CATCHABLE,DROP,RZ TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS
47,Randall Cobb (NYJ),2019,15,4,55,33,33,22,7,0,6,4,1,1,2,1,0,0,0
48,Zach Pascal (ARI),2019,16,3,38,23,23,15,4,0,5,3,0,1,2,1,0,0,0
49,Mecole Hardman Jr. (NYJ),2019,16,2,34,15,15,18,6,0,3,2,0,0,1,1,0,0,0
50,Dede Westbrook (FA),2019,15,4,44,23,23,21,7,0,7,5,0,1,2,1,0,0,0
51,James Washington (NO),2019,15,3,49,37,37,12,5,0,5,3,0,0,2,1,1,0,0
52,Sammy Watkins (FA),2019,14,4,48,27,27,21,5,0,6,4,0,0,2,1,0,0,0
53,William Fuller V (FA),2019,11,4,61,41,41,20,4,0,6,5,0,1,2,1,1,0,0
54,Sterling Shepard (NYG),2019,10,6,58,40,40,18,7,0,8,6,0,1,2,1,0,0,0
55,Hunter Renfrow (LV),2019,13,4,47,23,23,23,12,0,5,4,0,1,2,1,0,0,0
56,Adam Thielen (CAR),2019,10,3,42,30,30,12,5,0,5,3,0,1,2,1,0,0,0
57,T.Y. Hilton (FA),2019,10,5,50,29,29,21,9,0,7,5,0,1,2,1,0,0,0
58,Kenny Stills (FA),2019,13,3,43,32,32,11,2,0,4,3,0,0,2,1,1,0,0
59,Alshon Jeffery (FA),2019,10,4,49,38,38,11,2,0,7,5,0,1,2,1,0,0,0
60,Danny Amendola (FA),2019,15,4,45,31,31,14,3,0,6,4,0,1,2,0,0,0,0
61,Anthony Miller (PIT),2019,16,3,41,27,27,14,3,0,5,3,0,1,2,1,0,0,0
62,Steven Sims Jr. (HOU),2019,16,2,19,9,9,11,1,0,4,2,0,1,1,0,0,0,0
63,Brandin Cooks (DAL),2019,14,3,42,30,30,12,3,0,5,3,0,0,2,1,0,0,0
64,Corey Davis (NYJ),2019,15,3,40,24,24,16,9,1,5,3,0,0,2,1,0,0,0
65,Phillip Dorsett II (LV),2019,14,2,28,23,23,6,1,0,4,2,0,1,1,0,0,0,0
66,JuJu Smith-Schuster (NE),2019,12,4,46,27,27,19,9,0,6,4,0,1,2,1,0,0,0
67,Demarcus Robinson (FA),2019,16,2,28,21,21,7,2,0,3,2,0,0,1,0,0,0,0
68,Kendrick Bourne (NE),2019,16,2,22,15,15,8,4,0,3,2,0,0,1,0,0,0,0
69,Allen Lazard (NYJ),2019,16,2,30,22,22,8,2,0,3,2,0,0,1,0,0,0,0
70,John Ross (KC),2019,8,4,63,39,39,25,8,0,7,5,1,0,2,1,1,0,0
71,Mohamed Sanu Sr. (FA),2019,15,4,35,22,22,13,5,0,6,4,0,1,2,0,0,0,0
72,Willie Snead IV (SF),2019,16,2,21,13,13,8,5,0,3,2,0,0,1,0,0,0,0
73,Auden Tate (ARI),2019,13,3,44,35,35,9,5,0,6,3,0,1,2,1,0,0,0
74,Taylor Gabriel (FA),2019,9,3,39,30,30,9,1,0,5,4,0,0,2,0,0,0,0
75,Preston Williams (FA),2019,8,4,54,43,43,11,3,0,8,5,1,1,3,1,0,0,0
76,Marquez Valdes-Scantling (KC),2019,16,2,28,19,19,9,5,0,4,2,0,0,1,0,0,0,0
77,Tajae Sharpe (FA),2019,15,2,22,18,18,4,0,0,2,2,0,0,1,0,0,0,0
78,Ted Ginn Jr. (FA),2019,16,2,26,23,23,3,0,0,4,3,0,0,1,0,0,0,0
79,Nelson Agholor (BAL),2019,11,4,33,22,22,11,4,0,6,4,0,1,1,0,0,0,0
80,Keelan Cole Sr. (LV),2019,16,2,23,16,16,6,1,0,2,2,0,0,1,0,0,0,0
81,Tre'Quan Smith (NO),2019,11,2,21,11,11,10,5,0,2,2,0,0,1,0,0,0,0
82,Alex Erickson (FA),2019,16,3,33,17,17,17,5,0,5,3,0,1,2,0,0,0,0
83,Allen Hurns (FA),2019,14,2,30,21,21,8,2,0,3,3,0,0,1,0,0,0,0
84,Russell Gage (TB),2019,16,3,28,18,18,9,3,0,5,3,0,1,1,0,0,0,0
85,Adam Humphries (FA),2019,12,3,31,21,21,10,3,0,4,3,0,0,1,0,0,0,0
86,Demaryius Thomas (FA),2019,11,3,39,24,24,15,5,0,5,4,0,1,2,0,0,0,0
87,Bisi Johnson (FA),2019,16,2,18,14,14,4,2,0,3,2,0,0,1,0,0,0,0
88,Josh Gordon (FA),2019,11,2,39,26,26,13,5,0,4,3,0,0,2,1,0,0,0
89,Albert Wilson (FA),2019,13,3,27,13,13,14,5,0,5,4,0,0,1,0,0,0,0
90,David Moore (TB),2019,15,1,20,12,12,9,3,0,2,1,0,1,1,0,0,0,0
91,Cody Latimer (FA),2019,15,2,20,15,15,5,2,0,3,2,0,0,1,0,0,0,0
92,Geronimo Allison (FA),2019,16,2,18,11,11,7,1,0,3,2,0,1,1,0,0,0,0
93,Josh Reynolds (DET),2019,16,1,20,12,12,9,3,0,3,2,0,0,1,1,0,0,0
94,Damiere Byrd (CAR),2019,11,3,33,19,19,14,6,0,4,3,0,0,1,0,0,0,0
95,Marcus Johnson (FA),2019,9,2,31,26,26,5,1,0,4,2,0,0,1,0,0,0,0
96,Seth Roberts (FA),2019,16,1,17,13,13,4,1,0,2,1,0,0,1,0,0,0,0
97,Miles Boykin (PIT),2019,16,1,12,12,12,1,0,0,1,1,0,0,0,0,0,0,0
98,Kelvin Harmon (FA),2019,16,2,23,17,17,6,3,0,3,2,0,0,1,1,0,0,0
99,Paul Richardson Jr. (FA),2019,10,3,25,20,20,5,1,0,4,3,0,1,1,0,0,0,0
100,Isaiah McKenzie (IND),2019,15,2,17,3,3,14,2,0,3,2,0,0,1,0,0,0,0
101,Jakobi Meyers (LV),2019,15,2,24,16,16,8,3,0,3,2,0,0,1,1,0,0,0
102,DaeSean Hamilton (FA),2019,16,2,19,11,11,8,2,0,3,2,0,0,1,0,0,0,0
103,Tavon Austin (FA),2019,14,1,13,7,7,6,1,0,2,1,0,0,1,0,0,0,0
104,Marvin Hall (FA),2019,9,1,29,25,25,4,0,0,1,1,0,0,1,1,1,0,0
105,Jaron Brown (FA),2019,14,1,16,11,11,5,1,0,2,1,0,0,1,0,0,0,0
106,Greg Ward (PHI),2019,7,4,36,23,23,13,5,0,6,4,0,1,2,0,0,0,0
107,Vyncint Smith (IND),2019,14,1,16,9,9,8,4,0,2,1,0,0,1,0,0,0,0
108,Keke Coutee (FA),2019,10,2,25,11,11,14,4,0,4,3,0,0,1,0,0,0,0
109,Pharoh Cooper (FA),2019,13,2,19,13,13,5,1,0,3,2,0,0,1,0,0,0,0
110,Malik Turner (IND),2019,15,1,16,10,10,7,2,0,1,1,0,0,1,0,0,0,0
111,Chester Rogers (FA),2019,12,1,15,9,9,6,2,0,2,2,0,0,1,0,0,0,0
112,Jarius Wright (FA),2019,16,2,19,13,13,6,1,0,4,2,1,0,1,0,0,0,0
113,DeSean Jackson (FA),2019,3,3,53,48,48,5,1,0,3,3,0,0,1,1,1,1,1
114,Jake Kumerow (FA),2019,14,1,16,10,10,6,2,0,2,1,0,0,1,0,0,0,0
115,Justin Watson (KC),2019,16,1,10,9,9,1,0,0,2,1,0,0,1,0,0,0,0
116,Scotty Miller (ATL),2019,10,1,20,16,16,4,1,0,3,1,0,0,1,0,0,0,0
117,N'Keal Harry (FA),2019,7,2,15,9,9,6,4,0,3,2,0,1,1,0,0,0,0
118,Jakeem Grant Sr. (CLE),2019,10,2,16,8,8,9,1,0,3,2,0,0,1,0,0,0,0
119,Andy Isabella (BAL),2019,15,1,13,3,3,9,3,0,1,1,0,0,0,0,0,0,0
120,Marquise Goodwin (CLE),2019,9,1,21,17,17,4,0,0,2,2,0,0,1,0,0,0,0
121,Damion Ratley (FA),2019,13,1,15,12,12,4,3,0,2,1,0,0,1,0,0,0,0
122,Trey Quinn (FA),2019,12,2,17,11,11,5,1,0,4,2,0,0,1,0,0,0,0
123,Isaiah Ford (FA),2019,9,3,27,18,18,10,5,0,4,3,0,1,1,0,0,0,0
124,KeeSean Johnson (BUF),2019,10,2,19,14,14,4,2,0,4,2,0,1,1,0,0,0,0
125,Javon Wims (ARI),2019,16,1,12,9,9,3,1,0,2,1,0,0,1,0,0,0,0
126,Laquon Treadwell (FA),2019,14,1,13,9,9,4,2,0,1,1,0,0,1,0,0,0,0
127,Dante Pettis (CHI),2019,11,1,10,8,8,2,2,0,2,1,0,0,0,0,0,0,0
128,Bennie Fowler III (FA),2019,8,3,24,21,21,4,2,0,5,3,0,1,1,0,0,0,0
129,Byron Pringle (FA),2019,16,1,11,7,7,4,2,0,1,1,0,0,0,0,0,0,0
130,J.J. Arcega-Whiteside (ATL),2019,16,1,11,10,10,1,0,0,1,1,0,0,1,0,0,0,0
131,Duke Williams (FA),2019,4,3,42,29,29,13,10,1,5,4,1,0,2,1,0,0,0
132,Zay Jones (JAC),2019,15,2,14,9,9,5,1,0,3,2,0,0,1,0,0,0,0
133,Tim Patrick (DEN),2019,8,2,27,23,23,5,3,0,4,2,0,1,1,0,0,0,0
134,Kalif Raymond (DET),2019,8,1,21,20,20,2,0,0,2,1,0,0,1,0,0,0,0
135,Richie James Jr. (KC),2019,16,0,10,4,4,6,0,0,1,0,0,0,0,0,0,0,0
136,Trevor Davis (FA),2019,14,1,8,3,3,5,1,0,1,1,0,0,0,0,0,0,0
137,Parris Campbell (NYG),2019,7,3,18,4,4,14,6,0,3,3,0,1,1,0,0,0,0
138,Justin Hardy (FA),2019,16,1,12,7,7,5,1,0,2,1,0,0,1,0,0,0,0
139,Dontrelle Inman (FA),2019,7,2,26,20,20,6,1,0,3,2,0,0,1,1,0,0,0
140,Olamide Zaccheaus (PHI),2019,10,0,12,5,5,6,5,0,1,0,0,0,0,0,0,0,0
141,Devin Smith (FA),2019,4,1,28,20,20,8,5,0,2,1,0,1,1,1,1,0,0
142,DeAndre Carter (LV),2019,16,1,10,7,7,4,1,0,1,1,0,0,0,0,0,0,0
143,Keelan Doss (LAC),2019,8,1,17,10,10,7,2,0,2,2,0,0,1,0,0,0,0
144,Mack Hollins (ATL),2019,16,1,8,6,6,2,0,0,1,1,0,0,0,0,0,0,0
145,Deon Cain (FA),2019,13,1,10,8,8,2,1,0,2,1,0,0,0,0,0,0,0
146,Antonio Brown (FA),2019,1,4,56,49,49,7,3,1,8,4,0,4,3,1,0,0,0
147,Rashard Higgins (FA),2019,10,0,6,5,5,1,1,0,1,1,0,0,0,0,0,0,0
148,Brandon Zylstra (FA),2019,8,1,13,12,12,1,0,0,2,1,0,0,1,0,0,0,0
149,T.J. Jones (FA),2019,3,1,13,5,5,8,0,0,1,1,0,0,0,0,0,0,0
150,Marcell Ateman (FA),2019,12,0,10,8,8,2,1,0,1,1,0,0,0,0,0,0,0
151,J.J. Nelson (FA),2019,2,2,18,11,11,8,1,0,3,2,0,0,1,1,0,0,0
152,Deonte Harty (BUF),2019,14,0,2,-1,-1,3,1,0,0,0,0,0,0,0,0,0,0
153,Braxton Berrios (MIA),2019,16,0,7,2,2,5,1,0,1,0,0,0,0,0,0,0,0
154,Robert Foster (FA),2019,13,0,5,2,2,2,0,0,1,0,0,0,0,0,0,0,0
155,Christian Blake (FA),2019,9,1,10,7,7,3,1,0,3,1,0,0,0,0,0,0,0
156,Antonio Callaway (DAL),2019,5,2,18,9,9,9,7,0,3,2,0,1,1,0,0,0,0
157,Damion Willis (FA),2019,10,1,8,6,6,3,1,0,2,1,0,0,0,0,0,0,0
158,Trent Sherfield (BUF),2019,16,0,5,4,4,1,0,0,1,0,0,0,0,0,0,0,0
159,KhaDarel Hodge (ATL),2019,16,0,5,4,4,1,0,0,1,0,0,0,0,0,0,0,0
160,Riley Ridley (FA),2019,5,1,14,11,11,3,1,0,1,1,0,0,1,0,0,0,0
161,Chris Hogan (FA),2019,7,1,10,5,5,4,1,0,2,1,0,0,0,0,0,0,0
162,Tevin Jones (FA),2019,5,1,12,10,10,2,0,0,2,1,0,0,0,0,0,0,0
163,Chris Lacy (LV),2019,7,0,9,7,7,1,0,0,1,1,0,0,0,0,0,0,0
164,Andre Patton (FA),2019,13,0,4,2,2,2,1,0,1,0,0,0,0,0,0,0,0
165,DeAndrew White (FA),2019,10,0,5,2,2,3,1,0,1,0,0,0,0,0,0,0,0
166,Deontay Burnett (FA),2019,2,1,24,21,21,3,1,0,2,1,0,0,1,1,1,1,0
167,Cedrick Wilson Jr. (MIA),2019,6,1,8,6,6,2,0,0,1,1,0,0,1,0,0,0,0
168,Alexander Hollins (FA),2019,5,0,9,8,8,1,0,0,1,1,0,0,0,0,0,0,0
169,Jason Moore Jr. (FA),2019,10,0,4,4,4,1,0,0,1,0,0,0,0,0,0,0,0
170,Geremy Davis (FA),2019,8,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
171,Steven Mitchell Jr. (FA),2019,4,1,9,6,6,4,0,0,2,1,0,0,1,0,0,0,0
172,Ishmael Hyman (FA),2019,2,1,17,17,17,1,0,0,2,2,1,0,1,1,1,0,0
173,Jordan Matthews (FA),2019,3,1,11,9,9,2,1,0,4,1,0,0,0,0,0,0,0
174,Devin Funchess (FA),2019,1,3,32,26,26,6,5,0,5,5,1,1,1,0,0,0,0
175,C.J. Board (FA),2019,4,1,8,6,6,2,0,0,1,1,0,0,0,0,0,0,0
176,Johnny Holton (FA),2019,16,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
177,Travis Benjamin (FA),2019,5,1,6,2,2,4,0,0,3,2,0,0,1,0,0,0,0
178,Cody Core (FA),2019,16,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
179,Ryan Switzer (FA),2019,9,1,3,1,1,2,0,0,1,1,0,0,0,0,0,0,0
180,Andre Roberts (FA),2019,13,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0
181,Russell Shepard (FA),2019,3,1,8,4,4,4,1,0,3,1,0,1,0,0,0,0,0
182,Michael Crabtree (FA),2019,3,1,7,6,6,2,0,0,2,1,0,0,0,0,0,0,0
183,Chris Moore (TEN),2019,14,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
184,Marqise Lee (FA),2019,6,1,3,2,2,1,1,0,1,1,0,0,0,0,0,0,0
185,Stanley Morgan Jr. (CIN),2019,11,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0
186,Donte Moncrief (FA),2019,8,1,2,2,2,0,0,0,2,1,1,0,0,0,0,0,0
187,Darius Jennings (FA),2019,8,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0
188,Diontae Spencer (NYJ),2019,16,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0
189,Robert Davis (FA),2019,6,0,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0
190,Bobo Wilson (FA),2019,6,1,6,5,5,1,0,0,2,1,0,0,1,0,0,0,0
191,Mike Thomas (BAL),2019,16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
192,Gunner Olszewski (PIT),2019,8,0,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0
193,Ryan Grant (FA),2019,2,2,7,5,5,3,1,0,5,2,0,1,0,0,0,0,0
194,Austin Carr (FA),2019,7,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
